first_name,last_name,full_name,position,committee,date,work_place,role,raw_line
איטה,עטייא,איטה עטייא,"סגנית מנהלת האגף למעונות יום, משרד הרווחה והשירותים החברתיים",10,2016-10-13,משרד הרווחה והשירותים החברתיים,סגנית מנהלת האגף למעונות יום,"איטה עטייא - סגנית מנהלת האגף למעונות יום, משרד הרווחה והשירותים החברתיים"
אתי,וייסבלאי,אתי וייסבלאי,מרכז המחקר והמידע של הכנסת,10,2016-10-13,,,אתי וייסבלאי - מרכז המחקר והמידע של הכנסת
הדר,אליהו,הדר אליהו,"רכזת תחום צעירים, מרכז השלטון המקומי",10,2016-10-13,מרכז השלטון המקומי,רכזת תחום צעירים,"הדר אליהו - רכזת תחום צעירים, מרכז השלטון המקומי"
נועה,בן אריה,נועה בן אריה,"יועצת משפטית, מרכז השלטון המקומי",10,2016-10-13,מרכז השלטון המקומי,יועצת משפטית,"נועה בן אריה - יועצת משפטית, מרכז השלטון המקומי"
בטי,טסטה,בטי טסטה,"מנהלת המחלקה לתכניות חינוך משלימות, עיריית ירושלים",10,2016-10-13,עיריית ירושלים,מנהלת המחלקה לתכניות חינוך משלימות,"בטי טסטה - מנהלת המחלקה לתכניות חינוך משלימות, עיריית ירושלים"
ענבל,לב,ענבל לב,"מנהלת מחלקת חינוך, עיריית באר שבע",10,2016-10-13,עיריית באר שבע,מנהלת מחלקת חינוך,"ענבל לב - מנהלת מחלקת חינוך, עיריית באר שבע"
רוית,טויטו,רוית טויטו,"מנהלת פניות הציבור, עוזרת מנהלת רגולציה, בית עמנואל, עיריית רמת גן",10,2016-10-13,"עוזרת מנהלת רגולציה, בית עמנואל, עיריית רמת גן",מנהלת פניות הציבור,"רוית טויטו - מנהלת פניות הציבור, עוזרת מנהלת רגולציה, בית עמנואל, עיריית רמת גן"
יעקב,"חרל""פ","יעקב חרל""פ","מנכ""ל החברה למרכזים קהילתיים, עיריית הרצלייה",10,2016-10-13,עיריית הרצלייה,"מנכ""ל החברה למרכזים קהילתיים","יעקב חרל""פ - מנכ""ל החברה למרכזים קהילתיים, עיריית הרצלייה"
מורן,סולומון,מורן סולומון,"עוזרת מנכ""ל, עיריית הרצלייה",10,2016-10-13,עיריית הרצלייה,"עוזרת מנכ""ל","מורן סולומון - עוזרת מנכ""ל, עיריית הרצלייה"
לירן,רש,לירן רש,"סגן יושב ראש הנהגת הגנים, מועצה מקומית באר יעקב",10,2016-10-13,מועצה מקומית באר יעקב,סגן יושב ראש הנהגת הגנים,"לירן רש - סגן יושב ראש הנהגת הגנים, מועצה מקומית באר יעקב"
חן,פילפוביץ,חן פילפוביץ,ראש המועצה המקומית הר אדר,10,2016-10-13,,,חן פילפוביץ - ראש המועצה המקומית הר אדר
ענת,כנפו,ענת כנפו,"חברת מועצה, הר אדר",10,2016-10-13,הר אדר,חברת מועצה,"ענת כנפו - חברת מועצה, הר אדר"
נתלי,שחף,נתלי שחף,"יו""ר הנהגת הגיל הרך, הר אדר",10,2016-10-13,הר אדר,"יו""ר הנהגת הגיל הרך","נתלי שחף - יו""ר הנהגת הגיל הרך, הר אדר"
עדית,בוקאי,עדית בוקאי,"מנהלת צהרונים, החברה למתנ""סים",10,2016-10-13,"החברה למתנ""סים",מנהלת צהרונים,"עדית בוקאי - מנהלת צהרונים, החברה למתנ""סים"
ורדה,לוי,ורדה לוי,"מנכ""לית רשת קהילה ופנאי, חולון",10,2016-10-13,חולון,"מנכ""לית רשת קהילה ופנאי","ורדה לוי - מנכ""לית רשת קהילה ופנאי, חולון"
שושי,סומך,שושי סומך,המועצה הלאומית לשלום הילד,10,2016-10-13,,,שושי סומך - המועצה הלאומית לשלום הילד
קטי,שגיא,קטי שגיא,"מנהלת האגף לרווחת המשפחה, ויצ""ו ישראל",10,2016-10-13,"ויצ""ו ישראל",מנהלת האגף לרווחת המשפחה,"קטי שגיא - מנהלת האגף לרווחת המשפחה, ויצ""ו ישראל"
ישראל,אליסף,ישראל אליסף,"יו""ר ועד הגנים בפורום וועדי ההורים היישוביים",10,2016-10-13,,,"ישראל אליסף - יו""ר ועד הגנים בפורום וועדי ההורים היישוביים"
יצחק,מנחם,יצחק מנחם,"עמותת האקדמיה לתלמיד, גדרה",10,2016-10-13,גדרה,עמותת האקדמיה לתלמיד,"יצחק מנחם - עמותת האקדמיה לתלמיד, גדרה"
יניר,שחר,יניר שחר,"עמותת האקדמיה לתלמיד, גני תקווה",10,2016-10-13,גני תקווה,עמותת האקדמיה לתלמיד,"יניר שחר - עמותת האקדמיה לתלמיד, גני תקווה"
ירון,עמוס לוי,ירון עמוס לוי,"ממובילי המאבק הארצי, תושב בת ים",10,2016-10-13,תושב בת ים,ממובילי המאבק הארצי,"ירון עמוס לוי - ממובילי המאבק הארצי, תושב בת ים"
עמיר,אריהן,עמיר אריהן,"הורה, הר אדר",10,2016-10-13,הר אדר,הורה,"עמיר אריהן - הורה, הר אדר"
יעל,בן עמי,יעל בן עמי,"הורה, מודיעין",10,2016-10-13,מודיעין,הורה,"יעל בן עמי - הורה, מודיעין"
מיכאל,זץ,מיכאל זץ,"הורה, מודיעין",10,2016-10-13,מודיעין,הורה,"מיכאל זץ - הורה, מודיעין"
רותם,שמעונוביץ,רותם שמעונוביץ,"הורה, מודיעין",10,2016-10-13,מודיעין,הורה,"רותם שמעונוביץ - הורה, מודיעין"
כרמלה,וישניאק,כרמלה וישניאק,פנסיונרית,10,2016-10-13,,,כרמלה וישניאק - פנסיונרית
קרן,מרציאנו,קרן מרציאנו,"כתבת טלוויזיה, תכנית חיסכון",10,2016-10-13,תכנית חיסכון,כתבת טלוויזיה,"קרן מרציאנו  - כתבת טלוויזיה, תכנית חיסכון"
דן,תיכון,דן תיכון,יושב ראש הכנסת לשעבר,10,2016-10-31,,,דן תיכון - יושב ראש הכנסת לשעבר
יובל,חיו,יובל חיו,"מנהל חטיבה, משרד מבקר המדינה",10,2016-10-31,משרד מבקר המדינה,מנהל חטיבה,"יובל חיו - מנהל חטיבה, משרד מבקר המדינה"
רשף,חן,רשף חן,"חבר כנסת לשעבר, עורך דין, יועץ משפטי לעיריית חיפה",10,2016-10-31,"עורך דין, יועץ משפטי לעיריית חיפה",חבר כנסת לשעבר,"רשף חן - חבר כנסת לשעבר, עורך דין, יועץ משפטי לעיריית חיפה"
הראל,הילינגר,הראל הילינגר,משרד מבקר המדינה,10,2016-10-31,,,הראל הילינגר - משרד מבקר המדינה
"ד""ר",אודי קלינר,"ד""ר אודי קלינר","סגן ראש שרותי בריאות הציבור, משרד הבריאות",10,2016-10-31,משרד הבריאות,סגן ראש שרותי בריאות הציבור,"ד""ר אודי קלינר - סגן ראש שרותי בריאות הציבור, משרד הבריאות"
"ד""ר",איזבלה קרקיס,"ד""ר איזבלה קרקיס","מנהלת המחלקה לאפידמיולוגיה סביבתית, משרד הבריאות",10,2016-10-31,משרד הבריאות,מנהלת המחלקה לאפידמיולוגיה סביבתית,"ד""ר איזבלה קרקיס - מנהלת המחלקה לאפידמיולוגיה סביבתית, משרד הבריאות"
מירי,כהן,מירי כהן,"מנהלת שירותי הצלה ועזרה ראשונה, משרד הבריאות",10,2016-10-31,משרד הבריאות,מנהלת שירותי הצלה ועזרה ראשונה,"מירי כהן - מנהלת שירותי הצלה ועזרה ראשונה, משרד הבריאות"
ישראל,דנציגר,ישראל דנציגר,"מנכ""ל המשרד להגנת הסביבה",10,2016-10-31,,,"ישראל דנציגר - מנכ""ל המשרד להגנת הסביבה"
"ד""ר",שלומית נזר,"ד""ר שלומית נזר","סמנכ""לית תעשיות, המשרד להגנת הסביבה",10,2016-10-31,המשרד להגנת הסביבה,"סמנכ""לית תעשיות","ד""ר שלומית נזר - סמנכ""לית תעשיות, המשרד להגנת הסביבה"
יצחק,בן דוד,יצחק בן דוד,"סמנכ""ל אכיפה, המשרד להגנת הסביבה",10,2016-10-31,המשרד להגנת הסביבה,"סמנכ""ל אכיפה","יצחק בן דוד -  סמנכ""ל אכיפה, המשרד להגנת הסביבה"
נורית,שטורך,נורית שטורך,"סגנית מנהל מחוז חיפה, המשרד להגנת הסביבה",10,2016-10-31,המשרד להגנת הסביבה,סגנית מנהל מחוז חיפה,"נורית שטורך - סגנית מנהל מחוז חיפה, המשרד להגנת הסביבה"
שגית,אהרונסון,שגית אהרונסון,"מנהלת פרויקטים, אחראית אשכול תעשיות, אגף איכות אוויר, המשרד להגנת הסביבה",10,2016-10-31,"אחראית אשכול תעשיות, אגף איכות אוויר, המשרד להגנת הסביבה",מנהלת פרויקטים,"שגית אהרונסון - מנהלת פרויקטים, אחראית אשכול תעשיות, אגף איכות אוויר, המשרד להגנת הסביבה"
לבנה,קורדובה,לבנה קורדובה,"אגף איכות אוויר, המשרד להגנת הסביבה",10,2016-10-31,המשרד להגנת הסביבה,אגף איכות אוויר,"לבנה קורדובה - אגף איכות אוויר, המשרד להגנת הסביבה"
שירי,בכרך,שירי בכרך,"אגף איכות אוויר, המשרד להגנת הסביבה",10,2016-10-31,המשרד להגנת הסביבה,אגף איכות אוויר,"שירי בכרך - אגף איכות אוויר, המשרד להגנת הסביבה"
נחום,יהושע,נחום יהושע,"כלכלן ראשי מינהל הדלק, משרד התשתיות הלאומיות, האנרגיה והמים",10,2016-10-31,"משרד התשתיות הלאומיות, האנרגיה והמים",כלכלן ראשי מינהל הדלק,"נחום יהושע - כלכלן ראשי מינהל הדלק, משרד התשתיות הלאומיות, האנרגיה והמים"
"רפ""ק",יהודה שמש,"רפ""ק יהודה שמש","קצין הוצאה לפועל, מחוז חוף, המשרד לביטחון פנים",10,2016-10-31,"מחוז חוף, המשרד לביטחון פנים",קצין הוצאה לפועל,"רפ""ק יהודה שמש - קצין הוצאה לפועל, מחוז חוף, המשרד לביטחון פנים"
שבתאי,גרברצ'יק,שבתאי גרברצ'יק,"מלווה חטיבת הדוברות, משטרת ישראל, המשרד לביטחון פנים",10,2016-10-31,"משטרת ישראל, המשרד לביטחון פנים",מלווה חטיבת הדוברות,"שבתאי גרברצ'יק - מלווה חטיבת הדוברות, משטרת ישראל, המשרד לביטחון פנים"
דוד,פרוינד,דוד פרוינד,"משפטן, משרד המשפטים",10,2016-10-31,משרד המשפטים,משפטן,"דוד פרוינד - משפטן, משרד המשפטים"
עוז,כץ,עוז כץ,"מנהל בכיר תחום מדיניות, משרד הכלכלה",10,2016-10-31,משרד הכלכלה,מנהל בכיר תחום מדיניות,"עוז כץ - מנהל בכיר תחום מדיניות, משרד הכלכלה"
חיים,צורי,חיים צורי,ראש עיריית קריית מוצקין,10,2016-10-31,,,חיים צורי - ראש עיריית קריית מוצקין
דוד,אסף,דוד אסף,"מינהל סביבה ופיתוח בר קיימא, משרד הכלכלה",10,2016-10-31,משרד הכלכלה,מינהל סביבה ופיתוח בר קיימא,"דוד אסף - מינהל סביבה ופיתוח בר קיימא, משרד הכלכלה"
ירון,חנן,ירון חנן,"סיעת ""הירוקים של חיפה"", עיריית חיפה",10,2016-10-31,עיריית חיפה,"סיעת ""הירוקים של חיפה""","ירון חנן - סיעת ""הירוקים של חיפה"", עיריית חיפה"
שלמה,בסון,שלמה בסון,"סמנכ""ל איכות הסביבה, בטיחות ושא""ן, ב.ז.ן (בתי זיקוק לנפט)",10,2016-10-31,"בטיחות ושא""ן, ב.ז.ן (בתי זיקוק לנפט)","סמנכ""ל איכות הסביבה","שלמה בסון - סמנכ""ל איכות הסביבה, בטיחות ושא""ן, ב.ז.ן (בתי זיקוק לנפט)"
"ד""ר",טליה רוטשילד,"ד""ר טליה רוטשילד","מנהלת איכות הסביבה, ב.ז.ן (בתי זיקוק לנפט)",10,2016-10-31,ב.ז.ן (בתי זיקוק לנפט),מנהלת איכות הסביבה,"ד""ר טליה רוטשילד - מנהלת איכות הסביבה, ב.ז.ן (בתי זיקוק לנפט)"
